kingdom,Genus,Species,Common.name,pheno,collection_date
Plantae,Sanguinaria,canadensis,Bloodroot,s,1963-01-15
Plantae,Sanguinaria,canadensis,Bloodroot,e,1963-02-20
Plantae,Sanguinaria,canadensis,Bloodroot,s,1964-03-15
Plantae,Sanguinaria,canadensis,Bloodroot,e,1964-04-05
Plantae,Sanguinaria,canadensis,Bloodroot,s,1966-05-17
Plantae,Sanguinaria,canadensis,Bloodroot,e,1966-06-06
Plantae,Sanguinaria,canadensis,Bloodroot,s,1967-07-29
Plantae,Sanguinaria,canadensis,Bloodroot,e,NA
Plantae,Sanguinaria,canadensis,Bloodroot,s,1968-09-12
Plantae,Sanguinaria,canadensis,Bloodroot,e,1968-10-06
Plantae,Sanguinaria,canadensis,Bloodroot,s,1969-11-16
Plantae,Sanguinaria,canadensis,Bloodroot,e,1969-12-06
Plantae,Sanguinaria,canadensis,Bloodroot,s,1970-01-15
Plantae,Sanguinaria,canadensis,Bloodroot,e,1970-02-11
Plantae,Sanguinaria,canadensis,Bloodroot,s,NA
Plantae,Sanguinaria,canadensis,Bloodroot,e,NA
Plantae,Sanguinaria,canadensis,Bloodroot,s,NA
Plantae,Sanguinaria,canadensis,Bloodroot,e,NA
Plantae,Sanguinaria,canadensis,Bloodroot,s,1973-07-16
Plantae,Sanguinaria,canadensis,Bloodroot,e,NA
Plantae,Sanguinaria,canadensis,Bloodroot,s,1974-09-17
Plantae,Sanguinaria,canadensis,Bloodroot,e,1974-10-05
Plantae,Sanguinaria,canadensis,Bloodroot,s,NA
Plantae,Sanguinaria,canadensis,Bloodroot,e,1975-12-10
Plantae,Sanguinaria,canadensis,Bloodroot,s,NA
Plantae,Sanguinaria,canadensis,Bloodroot,e,NA
Plantae,Sanguinaria,canadensis,Bloodroot,s,1977-03-12
Plantae,Sanguinaria,canadensis,Bloodroot,e,1977-04-22
Plantae,Sanguinaria,canadensis,Bloodroot,s,NA
Plantae,Sanguinaria,canadensis,Bloodroot,e,NA
Plantae,Sanguinaria,canadensis,Bloodroot,s,NA
Plantae,Sanguinaria,canadensis,Bloodroot,e,NA
Plantae,Sanguinaria,canadensis,Bloodroot,s,NA
Plantae,Sanguinaria,canadensis,Bloodroot,e,NA
Plantae,Sanguinaria,canadensis,Bloodroot,s,NA
Plantae,Sanguinaria,canadensis,Bloodroot,e,NA
Plantae,Sanguinaria,canadensis,Bloodroot,s,NA
Plantae,Sanguinaria,canadensis,Bloodroot,e,NA
Plantae,Sanguinaria,canadensis,Bloodroot,s,NA
Plantae,Sanguinaria,canadensis,Bloodroot,e,NA
Plantae,Sanguinaria,canadensis,Bloodroot,s,NA
Plantae,Sanguinaria,canadensis,Bloodroot,e,NA
Plantae,Sanguinaria,canadensis,Bloodroot,s,NA
Plantae,Sanguinaria,canadensis,Bloodroot,e,NA
Plantae,Sanguinaria,canadensis,Bloodroot,s,1987-09-28
Plantae,Sanguinaria,canadensis,Bloodroot,e,1987-10-10
Plantae,Sanguinaria,canadensis,Bloodroot,s,1988-11-28
Plantae,Sanguinaria,canadensis,Bloodroot,e,1988-12-06
Plantae,Sanguinaria,canadensis,Bloodroot,s,NA
Plantae,Sanguinaria,canadensis,Bloodroot,e,NA
Plantae,Sanguinaria,canadensis,Bloodroot,s,NA
Plantae,Sanguinaria,canadensis,Bloodroot,e,NA
Plantae,Sanguinaria,canadensis,Bloodroot,s,NA
Plantae,Sanguinaria,canadensis,Bloodroot,e,NA
Plantae,Sanguinaria,canadensis,Bloodroot,s,NA
Plantae,Sanguinaria,canadensis,Bloodroot,e,NA
Plantae,Sanguinaria,canadensis,Bloodroot,s,NA
Plantae,Sanguinaria,canadensis,Bloodroot,e,NA
Plantae,Houstonia,caerulea,Bluet,s,1963-11-24
Plantae,Houstonia,caerulea,Bluet,e,NA
Plantae,Houstonia,caerulea,Bluet,s,1964-01-26
Plantae,Houstonia,caerulea,Bluet,e,1964-02-04
Plantae,Houstonia,caerulea,Bluet,s,1966-03-24
Plantae,Houstonia,caerulea,Bluet,e,NA
Plantae,Houstonia,caerulea,Bluet,s,1967-05-03
Plantae,Houstonia,caerulea,Bluet,e,1967-06-10
Plantae,Houstonia,caerulea,Bluet,s,1968-07-14
Plantae,Houstonia,caerulea,Bluet,e,1968-08-12
Plantae,Houstonia,caerulea,Bluet,s,1969-09-24
Plantae,Houstonia,caerulea,Bluet,e,1969-10-24
Plantae,Houstonia,caerulea,Bluet,s,1970-11-26
Plantae,Houstonia,caerulea,Bluet,e,1970-12-28
Plantae,Houstonia,caerulea,Bluet,s,NA
Plantae,Houstonia,caerulea,Bluet,e,NA
Plantae,Houstonia,caerulea,Bluet,s,NA
Plantae,Houstonia,caerulea,Bluet,e,NA
Plantae,Houstonia,caerulea,Bluet,s,1973-05-17
Plantae,Houstonia,caerulea,Bluet,e,NA
Plantae,Houstonia,caerulea,Bluet,s,NA
Plantae,Houstonia,caerulea,Bluet,e,NA
Plantae,Houstonia,caerulea,Bluet,s,NA
Plantae,Houstonia,caerulea,Bluet,e,NA
Plantae,Houstonia,caerulea,Bluet,s,1976-11-12
Plantae,Houstonia,caerulea,Bluet,e,1976-12-15
Plantae,Houstonia,caerulea,Bluet,s,1977-01-01
Plantae,Houstonia,caerulea,Bluet,e,1977-02-15
Plantae,Houstonia,caerulea,Bluet,s,NA
Plantae,Houstonia,caerulea,Bluet,e,NA
Plantae,Houstonia,caerulea,Bluet,s,NA
Plantae,Houstonia,caerulea,Bluet,e,NA
Plantae,Houstonia,caerulea,Bluet,s,NA
Plantae,Houstonia,caerulea,Bluet,e,NA
Plantae,Houstonia,caerulea,Bluet,s,NA
Plantae,Houstonia,caerulea,Bluet,e,NA
Plantae,Houstonia,caerulea,Bluet,s,NA
Plantae,Houstonia,caerulea,Bluet,e,NA
Plantae,Houstonia,caerulea,Bluet,s,1984-01-10
Plantae,Houstonia,caerulea,Bluet,e,1984-02-27
Plantae,Houstonia,caerulea,Bluet,s,1985-03-26
Plantae,Houstonia,caerulea,Bluet,e,1985-04-19
Plantae,Houstonia,caerulea,Bluet,s,NA
Plantae,Houstonia,caerulea,Bluet,e,1986-06-24
Plantae,Houstonia,caerulea,Bluet,s,1987-07-28
Plantae,Houstonia,caerulea,Bluet,e,1987-08-18
Plantae,Houstonia,caerulea,Bluet,s,1988-09-01
Plantae,Houstonia,caerulea,Bluet,e,1988-10-28
Plantae,Houstonia,caerulea,Bluet,s,1989-11-16
Plantae,Houstonia,caerulea,Bluet,e,1989-12-23
Plantae,Houstonia,caerulea,Bluet,s,1990-01-10
Plantae,Houstonia,caerulea,Bluet,e,1990-02-26
Plantae,Houstonia,caerulea,Bluet,s,1991-03-12
Plantae,Houstonia,caerulea,Bluet,e,1991-04-15
Plantae,Houstonia,caerulea,Bluet,s,1992-05-17
Plantae,Houstonia,caerulea,Bluet,e,1992-06-29
Plantae,Houstonia,caerulea,Bluet,s,NA
Plantae,Houstonia,caerulea,Bluet,e,NA
Plantae,Anemonella,thalictroides,Rue Anemone,s,1963-09-26
Plantae,Anemonella,thalictroides,Rue Anemone,e,1963-10-30
Plantae,Anemonella,thalictroides,Rue Anemone,s,1964-11-28
Plantae,Anemonella,thalictroides,Rue Anemone,e,1964-12-04
Plantae,Anemonella,thalictroides,Rue Anemone,s,1966-01-24
Plantae,Anemonella,thalictroides,Rue Anemone,e,1966-02-07
Plantae,Anemonella,thalictroides,Rue Anemone,s,1967-03-13
Plantae,Anemonella,thalictroides,Rue Anemone,e,1967-04-19
Plantae,Anemonella,thalictroides,Rue Anemone,s,1968-05-09
Plantae,Anemonella,thalictroides,Rue Anemone,e,1968-06-10
Plantae,Anemonella,thalictroides,Rue Anemone,s,1969-07-20
Plantae,Anemonella,thalictroides,Rue Anemone,e,1969-08-10
Plantae,Anemonella,thalictroides,Rue Anemone,s,1970-09-23
Plantae,Anemonella,thalictroides,Rue Anemone,e,1970-10-01
Plantae,Anemonella,thalictroides,Rue Anemone,s,NA
Plantae,Anemonella,thalictroides,Rue Anemone,e,NA
Plantae,Anemonella,thalictroides,Rue Anemone,s,NA
Plantae,Anemonella,thalictroides,Rue Anemone,e,NA
Plantae,Anemonella,thalictroides,Rue Anemone,s,1973-03-06
Plantae,Anemonella,thalictroides,Rue Anemone,e,NA
Plantae,Anemonella,thalictroides,Rue Anemone,s,1974-05-01
Plantae,Anemonella,thalictroides,Rue Anemone,e,1974-06-30
Plantae,Anemonella,thalictroides,Rue Anemone,s,NA
Plantae,Anemonella,thalictroides,Rue Anemone,e,NA
Plantae,Anemonella,thalictroides,Rue Anemone,s,1976-09-26
Plantae,Anemonella,thalictroides,Rue Anemone,e,1976-10-20
Plantae,Anemonella,thalictroides,Rue Anemone,s,1977-11-19
Plantae,Anemonella,thalictroides,Rue Anemone,e,1977-12-15
Plantae,Anemonella,thalictroides,Rue Anemone,s,NA
Plantae,Anemonella,thalictroides,Rue Anemone,e,NA
Plantae,Anemonella,thalictroides,Rue Anemone,s,NA
Plantae,Anemonella,thalictroides,Rue Anemone,e,NA
Plantae,Anemonella,thalictroides,Rue Anemone,s,NA
Plantae,Anemonella,thalictroides,Rue Anemone,e,NA
Plantae,Anemonella,thalictroides,Rue Anemone,s,NA
Plantae,Anemonella,thalictroides,Rue Anemone,e,NA
Plantae,Anemonella,thalictroides,Rue Anemone,s,NA
Plantae,Anemonella,thalictroides,Rue Anemone,e,NA
Plantae,Anemonella,thalictroides,Rue Anemone,s,NA
Plantae,Anemonella,thalictroides,Rue Anemone,e,NA
Plantae,Anemonella,thalictroides,Rue Anemone,s,NA
Plantae,Anemonella,thalictroides,Rue Anemone,e,NA
Plantae,Anemonella,thalictroides,Rue Anemone,s,NA
Plantae,Anemonella,thalictroides,Rue Anemone,e,NA
Plantae,Anemonella,thalictroides,Rue Anemone,s,NA
Plantae,Anemonella,thalictroides,Rue Anemone,e,NA
Plantae,Anemonella,thalictroides,Rue Anemone,s,NA
Plantae,Anemonella,thalictroides,Rue Anemone,e,NA
Plantae,Anemonella,thalictroides,Rue Anemone,s,NA
Plantae,Anemonella,thalictroides,Rue Anemone,e,NA
Plantae,Anemonella,thalictroides,Rue Anemone,s,NA
Plantae,Anemonella,thalictroides,Rue Anemone,e,NA
Plantae,Anemonella,thalictroides,Rue Anemone,s,NA
Plantae,Anemonella,thalictroides,Rue Anemone,e,NA
Plantae,Anemonella,thalictroides,Rue Anemone,s,NA
Plantae,Anemonella,thalictroides,Rue Anemone,e,NA
Plantae,Anemonella,thalictroides,Rue Anemone,s,NA
Plantae,Anemonella,thalictroides,Rue Anemone,e,NA
Plantae,Anemone  ,quinquefolia,Wood Anemone,s,1963-07-26
Plantae,Anemone  ,quinquefolia,Wood Anemone,e,1963-08-26
Plantae,Anemone  ,quinquefolia,Wood Anemone,s,1964-09-01
Plantae,Anemone  ,quinquefolia,Wood Anemone,e,1964-10-23
Plantae,Anemone  ,quinquefolia,Wood Anemone,s,1966-11-30
Plantae,Anemone  ,quinquefolia,Wood Anemone,e,1966-12-26
Plantae,Anemone  ,quinquefolia,Wood Anemone,s,1967-01-03
Plantae,Anemone  ,quinquefolia,Wood Anemone,e,NA
Plantae,Anemone  ,quinquefolia,Wood Anemone,s,1968-03-18
Plantae,Anemone  ,quinquefolia,Wood Anemone,e,1968-04-30
Plantae,Anemone  ,quinquefolia,Wood Anemone,s,1969-05-25
Plantae,Anemone  ,quinquefolia,Wood Anemone,e,1969-06-22
Plantae,Anemone  ,quinquefolia,Wood Anemone,s,1970-07-04
Plantae,Anemone  ,quinquefolia,Wood Anemone,e,1970-08-16
Plantae,Anemone  ,quinquefolia,Wood Anemone,s,NA
Plantae,Anemone  ,quinquefolia,Wood Anemone,e,NA
Plantae,Anemone  ,quinquefolia,Wood Anemone,s,NA
Plantae,Anemone  ,quinquefolia,Wood Anemone,e,NA
Plantae,Anemone  ,quinquefolia,Wood Anemone,s,NA
Plantae,Anemone  ,quinquefolia,Wood Anemone,e,NA
Plantae,Anemone  ,quinquefolia,Wood Anemone,s,1974-03-01
Plantae,Anemone  ,quinquefolia,Wood Anemone,e,1974-04-17
Plantae,Anemone  ,quinquefolia,Wood Anemone,s,NA
Plantae,Anemone  ,quinquefolia,Wood Anemone,e,NA
Plantae,Anemone  ,quinquefolia,Wood Anemone,s,1976-07-20
Plantae,Anemone  ,quinquefolia,Wood Anemone,e,1976-08-12
Plantae,Anemone  ,quinquefolia,Wood Anemone,s,1977-09-27
Plantae,Anemone  ,quinquefolia,Wood Anemone,e,1977-10-15
Plantae,Anemone  ,quinquefolia,Wood Anemone,s,NA
Plantae,Anemone  ,quinquefolia,Wood Anemone,e,NA
Plantae,Anemone  ,quinquefolia,Wood Anemone,s,NA
Plantae,Anemone  ,quinquefolia,Wood Anemone,e,NA
Plantae,Anemone  ,quinquefolia,Wood Anemone,s,NA
Plantae,Anemone  ,quinquefolia,Wood Anemone,e,NA
Plantae,Anemone  ,quinquefolia,Wood Anemone,s,NA
Plantae,Anemone  ,quinquefolia,Wood Anemone,e,NA
Plantae,Anemone  ,quinquefolia,Wood Anemone,s,NA
Plantae,Anemone  ,quinquefolia,Wood Anemone,e,NA
Plantae,Anemone  ,quinquefolia,Wood Anemone,s,NA
Plantae,Anemone  ,quinquefolia,Wood Anemone,e,NA
Plantae,Anemone  ,quinquefolia,Wood Anemone,s,NA
Plantae,Anemone  ,quinquefolia,Wood Anemone,e,NA
Plantae,Anemone  ,quinquefolia,Wood Anemone,s,NA
Plantae,Anemone  ,quinquefolia,Wood Anemone,e,NA
Plantae,Anemone  ,quinquefolia,Wood Anemone,s,NA
Plantae,Anemone  ,quinquefolia,Wood Anemone,e,NA
Plantae,Anemone  ,quinquefolia,Wood Anemone,s,NA
Plantae,Anemone  ,quinquefolia,Wood Anemone,e,NA
Plantae,Anemone  ,quinquefolia,Wood Anemone,s,NA
Plantae,Anemone  ,quinquefolia,Wood Anemone,e,NA
Plantae,Anemone  ,quinquefolia,Wood Anemone,s,NA
Plantae,Anemone  ,quinquefolia,Wood Anemone,e,NA
Plantae,Anemone  ,quinquefolia,Wood Anemone,s,NA
Plantae,Anemone  ,quinquefolia,Wood Anemone,e,NA
Plantae,Anemone  ,quinquefolia,Wood Anemone,s,NA
Plantae,Anemone  ,quinquefolia,Wood Anemone,e,NA
Plantae,Anemone  ,quinquefolia,Wood Anemone,s,NA
Plantae,Anemone  ,quinquefolia,Wood Anemone,e,NA
Plantae,Viola,papilionacea,Common Blue Violet,s,NA
Plantae,Viola,papilionacea,Common Blue Violet,e,NA
Plantae,Viola,papilionacea,Common Blue Violet,s,NA
Plantae,Viola,papilionacea,Common Blue Violet,e,NA
Plantae,Viola,papilionacea,Common Blue Violet,s,NA
Plantae,Viola,papilionacea,Common Blue Violet,e,NA
Plantae,Viola,papilionacea,Common Blue Violet,s,1967-11-01
Plantae,Viola,papilionacea,Common Blue Violet,e,1967-12-12
Plantae,Viola,papilionacea,Common Blue Violet,s,1968-01-14
Plantae,Viola,papilionacea,Common Blue Violet,e,1968-02-02
Plantae,Viola,papilionacea,Common Blue Violet,s,1969-03-25
Plantae,Viola,papilionacea,Common Blue Violet,e,1969-04-05
Plantae,Viola,papilionacea,Common Blue Violet,s,1970-05-24
Plantae,Viola,papilionacea,Common Blue Violet,e,1970-06-28
Plantae,Viola,papilionacea,Common Blue Violet,s,NA
Plantae,Viola,papilionacea,Common Blue Violet,e,NA
Plantae,Viola,papilionacea,Common Blue Violet,s,NA
Plantae,Viola,papilionacea,Common Blue Violet,e,NA
Plantae,Viola,papilionacea,Common Blue Violet,s,NA
Plantae,Viola,papilionacea,Common Blue Violet,e,NA
Plantae,Viola,papilionacea,Common Blue Violet,s,NA
Plantae,Viola,papilionacea,Common Blue Violet,e,NA
Plantae,Viola,papilionacea,Common Blue Violet,s,NA
Plantae,Viola,papilionacea,Common Blue Violet,e,NA
Plantae,Viola,papilionacea,Common Blue Violet,s,NA
Plantae,Viola,papilionacea,Common Blue Violet,e,NA
Plantae,Viola,papilionacea,Common Blue Violet,s,NA
Plantae,Viola,papilionacea,Common Blue Violet,e,NA
Plantae,Viola,papilionacea,Common Blue Violet,s,NA
Plantae,Viola,papilionacea,Common Blue Violet,e,NA
Plantae,Viola,papilionacea,Common Blue Violet,s,NA
Plantae,Viola,papilionacea,Common Blue Violet,e,NA
Plantae,Viola,papilionacea,Common Blue Violet,s,NA
Plantae,Viola,papilionacea,Common Blue Violet,e,NA
Plantae,Viola,papilionacea,Common Blue Violet,s,NA
Plantae,Viola,papilionacea,Common Blue Violet,e,NA
Plantae,Viola,papilionacea,Common Blue Violet,s,NA
Plantae,Viola,papilionacea,Common Blue Violet,e,NA
Plantae,Viola,papilionacea,Common Blue Violet,s,NA
Plantae,Viola,papilionacea,Common Blue Violet,e,NA
Plantae,Viola,papilionacea,Common Blue Violet,s,NA
Plantae,Viola,papilionacea,Common Blue Violet,e,NA
Plantae,Viola,papilionacea,Common Blue Violet,s,NA
Plantae,Viola,papilionacea,Common Blue Violet,e,NA
Plantae,Viola,papilionacea,Common Blue Violet,s,NA
Plantae,Viola,papilionacea,Common Blue Violet,e,NA
Plantae,Viola,papilionacea,Common Blue Violet,s,NA
Plantae,Viola,papilionacea,Common Blue Violet,e,NA
Plantae,Viola,papilionacea,Common Blue Violet,s,NA
Plantae,Viola,papilionacea,Common Blue Violet,e,NA
Plantae,Viola,papilionacea,Common Blue Violet,s,NA
Plantae,Viola,papilionacea,Common Blue Violet,e,NA
Plantae,Viola,papilionacea,Common Blue Violet,s,NA
Plantae,Viola,papilionacea,Common Blue Violet,e,NA
Plantae,Viola,papilionacea,Common Blue Violet,s,NA
Plantae,Viola,papilionacea,Common Blue Violet,e,NA
Plantae,Viola,papilionacea,Common Blue Violet,s,NA
Plantae,Viola,papilionacea,Common Blue Violet,e,NA
Plantae,Fragaria,virginiana,Wild Strawberry,s,1963-03-03
Plantae,Fragaria,virginiana,Wild Strawberry,e,1963-04-03
Plantae,Fragaria,virginiana,Wild Strawberry,s,1964-05-03
Plantae,Fragaria,virginiana,Wild Strawberry,e,1964-06-29
Plantae,Fragaria,virginiana,Wild Strawberry,s,1966-07-05
Plantae,Fragaria,virginiana,Wild Strawberry,e,1966-08-28
Plantae,Fragaria,virginiana,Wild Strawberry,s,1967-09-14
Plantae,Fragaria,virginiana,Wild Strawberry,e,1967-10-08
Plantae,Fragaria,virginiana,Wild Strawberry,s,1968-11-24
Plantae,Fragaria,virginiana,Wild Strawberry,e,1968-12-30
Plantae,Fragaria,virginiana,Wild Strawberry,s,1969-01-03
Plantae,Fragaria,virginiana,Wild Strawberry,e,1969-02-04
Plantae,Fragaria,virginiana,Wild Strawberry,s,1970-03-06
Plantae,Fragaria,virginiana,Wild Strawberry,e,1970-04-30
Plantae,Fragaria,virginiana,Wild Strawberry,s,NA
Plantae,Fragaria,virginiana,Wild Strawberry,e,NA
Plantae,Fragaria,virginiana,Wild Strawberry,s,NA
Plantae,Fragaria,virginiana,Wild Strawberry,e,NA
Plantae,Fragaria,virginiana,Wild Strawberry,s,NA
Plantae,Fragaria,virginiana,Wild Strawberry,e,NA
Plantae,Fragaria,virginiana,Wild Strawberry,s,1974-11-05
Plantae,Fragaria,virginiana,Wild Strawberry,e,1974-12-21
Plantae,Fragaria,virginiana,Wild Strawberry,s,1975-01-12
Plantae,Fragaria,virginiana,Wild Strawberry,e,NA
Plantae,Fragaria,virginiana,Wild Strawberry,s,1976-03-21
Plantae,Fragaria,virginiana,Wild Strawberry,e,1976-04-28
Plantae,Fragaria,virginiana,Wild Strawberry,s,1977-05-26
Plantae,Fragaria,virginiana,Wild Strawberry,e,1977-06-15
Plantae,Fragaria,virginiana,Wild Strawberry,s,NA
Plantae,Fragaria,virginiana,Wild Strawberry,e,NA
Plantae,Fragaria,virginiana,Wild Strawberry,s,NA
Plantae,Fragaria,virginiana,Wild Strawberry,e,NA
Plantae,Fragaria,virginiana,Wild Strawberry,s,NA
Plantae,Fragaria,virginiana,Wild Strawberry,e,NA
Plantae,Fragaria,virginiana,Wild Strawberry,s,1982-01-30
Plantae,Fragaria,virginiana,Wild Strawberry,e,1982-02-26
Plantae,Fragaria,virginiana,Wild Strawberry,s,NA
Plantae,Fragaria,virginiana,Wild Strawberry,e,NA
Plantae,Fragaria,virginiana,Wild Strawberry,s,NA
Plantae,Fragaria,virginiana,Wild Strawberry,e,NA
Plantae,Fragaria,virginiana,Wild Strawberry,s,NA
Plantae,Fragaria,virginiana,Wild Strawberry,e,NA
Plantae,Fragaria,virginiana,Wild Strawberry,s,NA
Plantae,Fragaria,virginiana,Wild Strawberry,e,NA
Plantae,Fragaria,virginiana,Wild Strawberry,s,NA
Plantae,Fragaria,virginiana,Wild Strawberry,e,NA
Plantae,Fragaria,virginiana,Wild Strawberry,s,NA
Plantae,Fragaria,virginiana,Wild Strawberry,e,NA
Plantae,Fragaria,virginiana,Wild Strawberry,s,1989-03-08
Plantae,Fragaria,virginiana,Wild Strawberry,e,1989-04-29
Plantae,Fragaria,virginiana,Wild Strawberry,s,1990-05-04
Plantae,Fragaria,virginiana,Wild Strawberry,e,1990-06-05
Plantae,Fragaria,virginiana,Wild Strawberry,s,1991-07-26
Plantae,Fragaria,virginiana,Wild Strawberry,e,1991-08-21
Plantae,Fragaria,virginiana,Wild Strawberry,s,1992-09-30
Plantae,Fragaria,virginiana,Wild Strawberry,e,1992-10-24
Plantae,Fragaria,virginiana,Wild Strawberry,s,1993-11-04
Plantae,Fragaria,virginiana,Wild Strawberry,e,1993-12-30
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,s,1963-01-05
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,e,1963-02-15
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,s,1964-03-09
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,e,NA
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,s,NA
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,e,NA
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,s,1967-07-20
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,e,1967-08-22
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,s,1968-09-07
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,e,1968-10-18
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,s,1969-11-03
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,e,1969-12-20
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,s,1970-01-11
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,e,1970-02-17
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,s,NA
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,e,NA
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,s,1972-05-22
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,e,NA
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,s,1973-07-13
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,e,1973-08-10
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,s,NA
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,e,NA
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,s,NA
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,e,NA
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,s,NA
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,e,NA
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,s,NA
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,e,NA
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,s,NA
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,e,NA
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,s,NA
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,e,NA
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,s,NA
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,e,NA
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,s,NA
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,e,NA
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,s,NA
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,e,NA
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,s,NA
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,e,NA
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,s,NA
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,e,NA
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,s,NA
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,e,NA
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,s,NA
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,e,NA
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,s,NA
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,e,NA
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,s,1989-01-20
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,e,1989-02-12
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,s,1990-03-18
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,e,1990-04-12
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,s,1991-05-04
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,e,1991-06-10
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,s,1992-07-18
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,e,1992-08-15
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,s,NA
Plantae,Arisaema,triphyllum,Small Jack-in-the-pulpit,e,NA
Plantae,Viola,pedata,Birdfoot Violet,s,1963-11-05
Plantae,Viola,pedata,Birdfoot Violet,e,1963-12-06
Plantae,Viola,pedata,Birdfoot Violet,s,1964-01-04
Plantae,Viola,pedata,Birdfoot Violet,e,1964-02-06
Plantae,Viola,pedata,Birdfoot Violet,s,1966-03-07
Plantae,Viola,pedata,Birdfoot Violet,e,1966-04-12
Plantae,Viola,pedata,Birdfoot Violet,s,1967-05-17
Plantae,Viola,pedata,Birdfoot Violet,e,1967-06-23
Plantae,Viola,pedata,Birdfoot Violet,s,1968-07-29
Plantae,Viola,pedata,Birdfoot Violet,e,1968-08-15
Plantae,Viola,pedata,Birdfoot Violet,s,1969-09-04
Plantae,Viola,pedata,Birdfoot Violet,e,1969-10-20
Plantae,Viola,pedata,Birdfoot Violet,s,1970-11-06
Plantae,Viola,pedata,Birdfoot Violet,e,1970-12-08
Plantae,Viola,pedata,Birdfoot Violet,s,NA
Plantae,Viola,pedata,Birdfoot Violet,e,NA
Plantae,Viola,pedata,Birdfoot Violet,s,NA
Plantae,Viola,pedata,Birdfoot Violet,e,NA
Plantae,Viola,pedata,Birdfoot Violet,s,NA
Plantae,Viola,pedata,Birdfoot Violet,e,NA
Plantae,Viola,pedata,Birdfoot Violet,s,1974-07-07
Plantae,Viola,pedata,Birdfoot Violet,e,1974-08-13
Plantae,Viola,pedata,Birdfoot Violet,s,NA
Plantae,Viola,pedata,Birdfoot Violet,e,1975-10-05
Plantae,Viola,pedata,Birdfoot Violet,s,1976-11-28
Plantae,Viola,pedata,Birdfoot Violet,e,1976-12-29
Plantae,Viola,pedata,Birdfoot Violet,s,1977-01-01
Plantae,Viola,pedata,Birdfoot Violet,e,1977-02-15
Plantae,Viola,pedata,Birdfoot Violet,s,NA
